pair_id,cluster_id,genre,direction,flag_ko_nfc_changed,flag_ko_empty,flag_ko_control_chars,n_chars_ko,n_bytes_utf8_ko,flag_en_nfc_changed,flag_en_empty,flag_en_control_chars,n_chars_en,n_bytes_utf8_en,flag_ko_no_hangul,flag_en_has_hangul,flag_duplicate_pair_id,flag_missing_meta,bits_ko,bits_en,n_targets_ko,n_targets_en,est_tokens_ko,est_tokens_en,n_chunks_ko,n_chunks_en,tokens_ko_baseline,tokens_en_baseline,tokens_ko_koreanfit,tokens_en_koreanfit
globalvoices-v2018q4-d0071-a0001,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,20,52,False,False,False,63,64,False,False,False,False,89.453080996871,112.10912744700909,16,16,16,16,1,1,15,18,10,32
globalvoices-v2018q4-d0071-a0002,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,69,149,False,False,False,194,194,False,False,False,False,221.16678301244977,175.53748728334904,49,46,49,46,1,1,42,43,40,98
globalvoices-v2018q4-d0071-a0003,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,48,92,False,False,False,138,138,False,False,False,False,184.26283982768655,189.0845704509411,31,32,31,32,1,1,30,31,33,64
globalvoices-v2018q4-d0071-a0004,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,79,191,False,False,False,147,147,False,False,False,False,254.3856902634725,186.31664251885377,59,40,59,40,1,1,50,37,38,76
globalvoices-v2018q4-d0071-a0005,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,66,142,False,False,False,219,219,False,False,False,False,177.250074300915,230.21513359155503,36,47,36,47,1,1,32,44,36,99
globalvoices-v2018q4-d0071-a0006,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,38,76,False,False,False,109,109,False,False,False,False,130.76362705230713,181.4682895243168,22,29,22,29,1,1,21,29,22,58
globalvoices-v2018q4-d0071-a0007,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,54,114,False,False,False,92,92,False,False,False,False,151.00671544088982,152.19348632730544,30,25,30,25,1,1,28,26,30,51
globalvoices-v2018q4-d0071-a0008,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,85,185,False,False,False,104,104,False,False,False,False,292.86944674141705,185.12210562825203,54,28,54,28,1,1,48,28,44,56
globalvoices-v2018q4-d0071-a0009,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,62,128,False,False,False,154,154,False,False,False,False,238.3527519442141,246.78967653214931,38,39,38,39,1,1,34,37,31,83
globalvoices-v2018q4-d0071-a0010,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,93,197,False,False,False,253,253,False,False,False,False,298.8424371480942,350.3752384893596,53,66,53,66,1,1,50,65,51,136
globalvoices-v2018q4-d0071-a0011,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,162,324,False,False,False,232,232,False,False,False,False,449.2859646352008,335.0096213631332,98,53,98,53,1,1,91,52,91,122
globalvoices-v2018q4-d0071-a0012,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,57,113,False,False,False,125,125,False,False,False,False,240.3201932385564,238.50278574600816,35,29,35,29,1,1,27,29,23,63
globalvoices-v2018q4-d0071-a0013,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,110,180,False,False,False,180,180,False,False,False,False,392.73269782960415,352.4254575371742,54,44,54,44,1,1,46,45,58,97
globalvoices-v2018q4-d0071-a0014,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,158,304,False,False,False,181,181,False,False,False,False,453.60106037526566,334.2754605785012,96,51,96,51,1,1,90,47,81,87
globalvoices-v2018q4-d0071-a0015,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,52,94,False,False,False,99,99,False,False,False,False,257.3554174900055,200.38845720887184,34,30,34,30,1,1,31,29,28,47
globalvoices-v2018q4-d0071-a0016,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,72,144,False,False,False,141,141,False,False,False,False,285.813632665202,225.1867343187332,50,42,50,42,1,1,46,40,35,64
globalvoices-v2018q4-d0071-a0017,globalvoices-v2018q4-doc-57fc39a2b484f989,news,unknown,False,False,False,157,303,False,False,False,243,243,False,False,False,False,486.2381559415953,391.6039687941666,106,76,106,76,1,1,91,71,84,127
globalvoices-v2018q4-d0080-a0001,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,26,64,False,False,False,60,61,False,False,False,False,131.6922612041235,110.07817780971529,18,14,18,14,1,1,16,15,13,31
globalvoices-v2018q4-d0080-a0002,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,164,380,False,False,False,234,234,False,False,False,False,365.8680913860954,238.02615537145175,119,47,119,47,1,1,105,48,79,122
globalvoices-v2018q4-d0080-a0003,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,86,212,False,False,False,165,165,False,False,False,False,327.582486897707,175.27375632617623,63,36,63,36,1,1,59,35,46,81
globalvoices-v2018q4-d0080-a0004,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,142,340,False,False,False,286,286,False,False,False,False,486.5829562395811,260.9562631063163,93,55,93,55,1,1,81,55,78,129
globalvoices-v2018q4-d0080-a0005,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,83,203,False,False,False,226,226,False,False,False,False,326.9687554715201,266.5065759073477,61,46,61,46,1,1,57,45,44,116
globalvoices-v2018q4-d0080-a0006,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,108,272,False,False,False,236,236,False,False,False,False,323.9292854415253,263.2272005826235,81,44,81,44,1,1,68,45,55,118
globalvoices-v2018q4-d0080-a0007,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,58,140,False,False,False,96,96,False,False,False,False,205.95490338059608,154.3979412317276,38,21,38,21,1,1,34,21,31,51
globalvoices-v2018q4-d0080-a0008,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,83,207,False,False,False,34,34,False,False,False,False,291.9534665197134,57.01330637931824,56,9,56,9,1,1,51,9,47,19
globalvoices-v2018q4-d0080-a0009,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,91,225,False,False,False,114,114,False,False,False,False,280.26582361513283,169.73295117542148,67,24,67,24,1,1,57,24,50,59
globalvoices-v2018q4-d0080-a0010,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,52,110,False,False,False,78,78,False,False,False,False,214.81537019764073,158.2395715713501,41,19,41,19,1,1,30,19,27,40
globalvoices-v2018q4-d0080-a0011,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,45,101,False,False,False,77,77,False,False,False,False,214.1055627465248,164.362454097718,31,20,31,20,1,1,29,20,25,39
globalvoices-v2018q4-d0080-a0012,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,21,53,False,False,False,43,43,False,False,False,False,103.2518579363823,65.7976324558258,12,11,12,11,1,1,11,10,12,20
globalvoices-v2018q4-d0080-a0013,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,63,137,False,False,False,150,150,False,False,False,False,226.7896124441177,212.25455902144313,41,34,41,34,1,1,38,35,35,86
globalvoices-v2018q4-d0080-a0014,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,38,96,False,False,False,102,102,False,False,False,False,138.40355944633484,187.92965146899223,24,22,24,22,1,1,24,23,17,54
globalvoices-v2018q4-d0080-a0015,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,66,152,False,False,False,74,74,False,False,False,False,250.5234221443534,138.71956384181976,35,18,35,18,1,1,32,18,34,36
globalvoices-v2018q4-d0080-a0016,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,49,109,False,False,False,138,138,False,False,False,False,218.39699836913496,215.46926436573267,36,35,36,35,1,1,32,35,26,67
globalvoices-v2018q4-d0080-a0017,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,18,46,False,False,False,40,40,False,False,False,False,79.60734748840332,91.66843783855438,11,13,11,13,1,1,10,12,11,24
globalvoices-v2018q4-d0080-a0018,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,75,169,False,False,False,90,90,False,False,False,False,281.63952251616865,158.3541103042662,54,25,54,25,1,1,47,24,38,49
globalvoices-v2018q4-d0080-a0019,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,33,57,False,False,False,67,67,False,False,False,False,121.9755987636745,161.8110916018486,17,19,17,19,1,1,15,19,22,32
globalvoices-v2018q4-d0080-a0020,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,29,73,False,False,False,59,59,False,False,False,False,134.7894014120102,107.4465622957796,17,21,17,21,1,1,18,20,15,35
globalvoices-v2018q4-d0080-a0021,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,70,154,False,False,False,120,120,False,False,False,False,308.66154567035846,267.422872829251,44,34,44,34,1,1,41,34,36,68
globalvoices-v2018q4-d0080-a0022,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,18,24,False,False,False,47,47,False,False,False,False,87.50229550898075,128.3072216808796,9,17,9,17,1,1,9,16,12,29
globalvoices-v2018q4-d0080-a0023,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,10,10,False,False,False,23,23,True,False,False,False,65.38918876647949,34.21271216869354,5,6,5,6,1,1,5,6,8,12
globalvoices-v2018q4-d0080-a0024,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,39,81,False,False,False,113,113,False,False,False,False,169.69586405158043,221.46900817751884,22,29,22,29,1,1,21,27,22,62
globalvoices-v2018q4-d0080-a0025,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,13,33,False,False,False,28,28,False,False,False,False,56.9943258613348,96.5069704055786,10,10,10,10,1,1,9,11,6,15
globalvoices-v2018q4-d0080-a0026,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,42,86,False,False,False,33,33,False,False,False,False,196.49195571197197,58.50006580352783,31,8,31,8,1,1,28,8,26,17
globalvoices-v2018q4-d0080-a0027,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,63,137,False,False,False,41,41,False,False,False,False,275.0705384016037,84.27575898170471,38,9,38,9,1,1,40,9,36,18
globalvoices-v2018q4-d0080-a0028,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,19,43,False,False,False,24,24,False,False,False,False,94.335780242458,67.98703861236572,13,6,13,6,1,1,11,6,8,13
globalvoices-v2018q4-d0080-a0029,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,77,173,False,False,False,135,135,False,False,False,False,254.96933805197477,222.68026070296764,44,33,44,33,1,1,41,35,39,69
globalvoices-v2018q4-d0080-a0030,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,38,70,False,False,False,94,94,False,False,False,False,183.19213265180588,202.084655970335,22,28,22,28,1,1,22,30,21,53
globalvoices-v2018q4-d0080-a0031,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,81,181,False,False,False,152,152,False,False,False,False,333.12085415422916,258.0352699160576,49,41,49,41,1,1,47,42,46,81
globalvoices-v2018q4-d0080-a0032,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,86,200,False,False,False,120,120,False,False,False,False,232.09291964769363,200.75120926648376,43,30,43,30,1,1,39,30,43,65
globalvoices-v2018q4-d0080-a0033,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,60,134,False,False,False,98,98,False,False,False,False,256.9256046116352,169.85166001331527,35,26,35,26,1,1,34,27,33,52
globalvoices-v2018q4-d0080-a0034,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,42,90,False,False,False,133,133,False,False,False,False,176.93423091620207,233.97695207595825,25,34,25,34,1,1,23,33,21,68
globalvoices-v2018q4-d0080-a0035,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,57,123,False,False,False,104,104,False,False,False,False,282.40397818386555,207.34239852428436,40,25,40,25,1,1,36,25,35,58
globalvoices-v2018q4-d0080-a0036,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,38,80,False,False,False,67,67,False,False,False,False,169.68415611982346,128.4397190511227,20,17,20,17,1,1,18,16,21,35
globalvoices-v2018q4-d0080-a0037,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,42,104,False,False,False,78,78,False,False,False,False,184.412288505584,111.50428920984268,30,16,30,16,1,1,28,17,22,38
globalvoices-v2018q4-d0080-a0038,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,38,74,False,False,False,46,46,False,False,False,False,189.8137559890747,139.27161130309105,24,17,24,17,1,1,23,17,24,29
globalvoices-v2018q4-d0080-a0039,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,50,118,False,False,False,73,73,False,False,False,False,155.18544793128967,212.9696442335844,28,23,28,23,1,1,28,20,24,40
globalvoices-v2018q4-d0080-a0040,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,55,109,False,False,False,95,95,False,False,False,False,220.43280401825905,181.85411083698273,34,26,34,26,1,1,31,26,33,48
globalvoices-v2018q4-d0080-a0041,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,31,73,False,False,False,51,51,False,False,False,False,123.48367546871305,149.94020581245422,25,14,25,14,1,1,20,14,16,28
globalvoices-v2018q4-d0080-a0042,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,34,68,False,False,False,60,60,False,False,False,False,156.5217107515782,117.39108550548552,20,16,20,16,1,1,18,16,18,32
globalvoices-v2018q4-d0080-a0043,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,37,77,False,False,False,59,59,False,False,False,False,168.11520636081696,147.83073449134827,22,17,22,17,1,1,20,17,20,33
globalvoices-v2018q4-d0080-a0044,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,30,72,False,False,False,41,41,False,False,False,False,109.2483102940023,68.50530609488487,20,9,20,9,1,1,17,9,14,23
globalvoices-v2018q4-d0080-a0045,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,44,84,False,False,False,58,58,False,False,False,False,179.6066041737795,143.13644930906594,29,24,29,24,1,1,24,22,25,32
globalvoices-v2018q4-d0080-a0046,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,62,132,False,False,False,86,86,False,False,False,False,251.69806765881367,142.2722624093294,40,19,40,19,1,1,38,18,34,44
globalvoices-v2018q4-d0080-a0047,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,63,133,False,False,False,106,106,False,False,False,False,244.67727455496788,223.07957852631807,43,30,43,30,1,1,37,29,33,58
globalvoices-v2018q4-d0080-a0048,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,52,114,False,False,False,118,118,False,False,False,False,197.082378375344,170.7056017969735,31,33,31,33,1,1,31,33,27,59
globalvoices-v2018q4-d0080-a0049,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,45,107,False,False,False,118,118,False,False,False,False,140.94412270188332,194.15144407749176,29,31,29,31,1,1,26,32,26,62
globalvoices-v2018q4-d0080-a0050,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,14,34,False,False,False,22,22,False,False,False,False,57.86491143703461,56.91216516494751,8,7,8,7,1,1,8,7,8,13
globalvoices-v2018q4-d0080-a0051,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,42,88,False,False,False,68,68,False,False,False,False,178.9645674303174,140.80717611312866,28,20,28,20,1,1,26,20,22,36
globalvoices-v2018q4-d0080-a0052,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,16,40,False,False,False,32,32,False,False,False,False,54.834564089775085,56.45697283744812,8,7,8,7,1,1,8,9,8,16
globalvoices-v2018q4-d0080-a0053,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,17,41,False,False,False,28,28,False,False,False,False,61.85259819030762,43.64276421070099,12,7,12,7,1,1,12,7,8,15
globalvoices-v2018q4-d0080-a0054,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,46,102,False,False,False,72,72,False,False,False,False,180.08123111724854,139.52693700790405,24,17,24,17,1,1,20,18,24,43
globalvoices-v2018q4-d0080-a0055,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,69,145,False,False,False,98,98,False,False,False,False,256.7096019089222,167.1531597673893,47,29,47,29,1,1,45,26,39,53
globalvoices-v2018q4-d0080-a0056,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,57,121,False,False,False,123,123,False,False,False,False,229.9131703171879,290.9406226761639,34,35,34,35,1,1,30,35,31,68
globalvoices-v2018q4-d0080-a0057,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,61,133,False,False,False,119,119,False,False,False,False,279.1072208281839,198.85290409997103,46,34,46,34,1,1,38,32,34,63
globalvoices-v2018q4-d0080-a0058,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,45,107,False,False,False,139,139,False,False,False,False,189.30688256025311,256.3066391274333,26,36,26,36,1,1,25,38,23,71
globalvoices-v2018q4-d0080-a0059,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,83,181,False,False,False,148,148,False,False,False,False,311.17209700203966,320.6014060626039,54,46,54,46,1,1,46,45,39,86
globalvoices-v2018q4-d0080-a0060,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,23,23,False,False,False,42,42,True,False,False,False,83.73071081005037,99.61486721038818,10,12,10,12,1,1,10,10,16,27
globalvoices-v2018q4-d0080-a0061,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,90,200,False,False,False,139,139,False,False,False,False,399.4257797775499,295.2134340633638,69,46,69,46,1,1,58,41,51,77
globalvoices-v2018q4-d0080-a0062,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,12,22,False,False,False,31,31,False,False,False,False,63.62561993300915,82.93423461914062,11,12,11,12,1,1,10,11,7,19
globalvoices-v2018q4-d0080-a0063,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,67,141,False,False,False,119,119,False,False,False,False,238.21992471069095,206.429020376876,39,31,39,31,1,1,37,27,39,64
globalvoices-v2018q4-d0080-a0064,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,49,97,False,False,False,81,81,False,False,False,False,194.13039423152804,167.2285442352295,31,19,31,19,1,1,31,20,31,46
globalvoices-v2018q4-d0080-a0065,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,73,155,False,False,False,111,111,False,False,False,False,303.3349478542805,226.22246016329152,47,33,47,33,1,1,41,32,39,60
globalvoices-v2018q4-d0080-a0066,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,28,50,False,False,False,69,69,False,False,False,False,109.7334468960762,133.5732669495046,14,20,14,20,1,1,13,19,18,35
globalvoices-v2018q4-d0080-a0067,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,56,122,False,False,False,64,64,False,False,False,False,218.66834902763367,120.84467899799348,29,18,29,18,1,1,31,17,33,37
globalvoices-v2018q4-d0080-a0068,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,38,94,False,False,False,91,91,False,False,False,False,93.6114414036274,213.34658500365913,18,30,18,30,1,1,17,28,17,55
globalvoices-v2018q4-d0080-a0069,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,15,37,False,False,False,13,13,False,False,False,False,101.24582952260972,28.13479471206665,11,4,11,4,1,1,9,4,7,10
globalvoices-v2018q4-d0080-a0070,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,1,1,False,False,False,15,15,True,False,False,False,17.22235679626465,75.60266017913818,1,5,1,5,1,1,1,5,1,9
globalvoices-v2018q4-d0080-a0071,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,34,74,False,False,False,54,54,False,False,False,False,135.23834916297346,114.76357996463776,22,14,22,14,1,1,21,13,17,29
globalvoices-v2018q4-d0080-a0072,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,39,89,False,False,False,94,94,False,False,False,False,144.2252709909808,155.0989914536476,29,21,29,21,1,1,26,21,21,47
globalvoices-v2018q4-d0080-a0073,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,43,103,False,False,False,80,80,False,False,False,False,151.93244564533234,146.74450689554214,27,19,27,19,1,1,25,18,24,45
globalvoices-v2018q4-d0080-a0074,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,26,52,False,False,False,40,40,False,False,False,False,114.49689054489136,60.832082867622375,14,11,14,11,1,1,13,10,14,21
globalvoices-v2018q4-d0080-a0075,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,25,63,False,False,False,25,25,False,False,False,False,106.10374884307384,69.26659631729126,21,6,21,6,1,1,17,6,12,11
globalvoices-v2018q4-d0080-a0076,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,26,66,False,False,False,70,70,False,False,False,False,99.97604125738144,146.88062285631895,14,18,14,18,1,1,13,19,14,43
globalvoices-v2018q4-d0080-a0077,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,106,216,False,False,False,129,129,False,False,False,False,364.84912670217454,236.00132715702057,66,35,66,35,1,1,62,35,62,73
globalvoices-v2018q4-d0080-a0078,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,78,174,False,False,False,114,114,False,False,False,False,258.74717785883695,219.11815727502108,55,29,55,29,1,1,48,30,42,60
globalvoices-v2018q4-d0080-a0079,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,73,179,False,False,False,149,149,False,False,False,False,309.8074379116297,240.4653566335328,55,36,55,36,1,1,53,35,44,85
globalvoices-v2018q4-d0080-a0080,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,37,69,False,False,False,47,47,False,False,False,False,146.28529072925448,114.20723614096642,29,17,29,17,1,1,27,17,21,30
globalvoices-v2018q4-d0080-a0081,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,34,84,False,False,False,79,79,False,False,False,False,151.0963387787342,157.95057102292776,25,23,25,23,1,1,22,22,18,42
globalvoices-v2018q4-d0080-a0082,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,11,21,False,False,False,57,57,False,False,False,False,74.00772128999233,151.73772543668747,10,18,10,18,1,1,9,18,7,33
globalvoices-v2018q4-d0080-a0083,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,50,104,False,False,False,85,85,False,False,False,False,181.9081928394735,140.53654766082764,31,24,31,24,1,1,31,23,28,48
globalvoices-v2018q4-d0080-a0084,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,17,41,False,False,False,18,18,False,False,False,False,88.1608459353447,53.22427558898926,14,5,14,5,1,1,11,5,12,11
globalvoices-v2018q4-d0080-a0085,globalvoices-v2018q4-doc-0c33cad69b2d1f18,news,unknown,False,False,False,95,211,False,False,False,216,216,False,False,False,False,345.6392015963793,305.4461167771369,60,55,60,55,1,1,57,53,47,106
globalvoices-v2018q4-d0081-a0001,globalvoices-v2018q4-doc-0197370d94fb4062,news,unknown,False,False,False,29,71,False,False,False,53,54,False,False,False,False,120.45013851905242,86.1703388660244,26,15,26,15,1,1,22,15,16,31
globalvoices-v2018q4-d0081-a0002,globalvoices-v2018q4-doc-0197370d94fb4062,news,unknown,False,False,False,5,11,False,False,False,24,25,False,False,False,False,35.98532438278198,63.18659520149231,5,6,5,6,1,1,4,6,3,12
globalvoices-v2018q4-d0081-a0003,globalvoices-v2018q4-doc-0197370d94fb4062,news,unknown,False,False,False,65,163,False,False,False,207,208,False,False,False,False,244.6276689423248,182.08946814018415,51,57,51,57,1,1,46,52,37,112
globalvoices-v2018q4-d0081-a0004,globalvoices-v2018q4-doc-0197370d94fb4062,news,unknown,False,False,False,61,131,False,False,False,106,106,False,False,False,False,127.01524188974872,105.66376151214354,41,28,41,28,1,1,34,24,28,50
globalvoices-v2018q4-d0081-a0005,globalvoices-v2018q4-doc-0197370d94fb4062,news,unknown,False,False,False,52,120,False,False,False,95,95,False,False,False,False,134.1337811332196,93.33816498710075,38,23,38,23,1,1,30,20,28,44
globalvoices-v2018q4-d0081-a0006,globalvoices-v2018q4-doc-0197370d94fb4062,news,unknown,False,False,False,6,16,False,False,False,15,15,False,False,False,False,42.3526081815362,32.51211166381836,5,3,5,3,1,1,4,3,3,9
globalvoices-v2018q4-d0081-a0007,globalvoices-v2018q4-doc-0197370d94fb4062,news,unknown,False,False,False,39,97,False,False,False,78,78,False,False,False,False,146.9899286357686,108.04408013820648,27,13,27,13,1,1,22,14,15,38
globalvoices-v2018q4-d0081-a0008,globalvoices-v2018q4-doc-0197370d94fb4062,news,unknown,False,False,False,29,71,False,False,False,70,70,False,False,False,False,123.57938154041769,115.12957495450974,19,14,19,14,1,1,16,14,16,36
globalvoices-v2018q4-d0081-a0009,globalvoices-v2018q4-doc-0197370d94fb4062,news,unknown,False,False,False,31,75,False,False,False,57,57,False,False,False,False,131.37655591219664,79.45621979236603,24,11,24,11,1,1,19,11,14,28
globalvoices-v2018q4-d0081-a0010,globalvoices-v2018q4-doc-0197370d94fb4062,news,unknown,False,False,False,59,147,False,False,False,119,119,False,False,False,False,185.2688821614138,162.84889261657372,44,27,44,27,1,1,36,27,31,56
globalvoices-v2018q4-d0081-a0011,globalvoices-v2018q4-doc-0197370d94fb4062,news,unknown,False,False,False,79,183,False,False,False,130,130,False,False,False,False,254.36977673089132,170.04011786729097,57,32,57,32,1,1,47,30,37,61
globalvoices-v2018q4-d0081-a0012,globalvoices-v2018q4-doc-0197370d94fb4062,news,unknown,False,False,False,37,77,False,False,False,48,48,False,False,False,False,162.41174263507128,121.55065423250198,25,15,25,15,1,1,21,12,19,26
globalvoices-v2018q4-d0081-a0013,globalvoices-v2018q4-doc-0197370d94fb4062,news,unknown,False,False,False,26,66,False,False,False,100,100,False,False,False,False,109.94009006023408,155.7746375799179,15,21,15,21,1,1,15,21,14,47
globalvoices-v2018q4-d0081-a0014,globalvoices-v2018q4-doc-0197370d94fb4062,news,unknown,False,False,False,53,105,False,False,False,74,74,False,False,False,False,234.4244850669056,190.5394267998636,39,23,39,23,1,1,35,23,33,41
globalvoices-v2018q4-d0086-a0001,globalvoices-v2018q4-doc-3132347b719ac4ca,news,unknown,False,False,False,27,65,False,False,False,73,74,False,False,False,False,129.7436008155346,137.65942618250847,22,15,22,15,1,1,20,15,11,38
